MONTH,DAY_OF_MONTH,FL_DATE,MKT_CARRIER,OP_CARRIER,ORIGIN,DEST,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_1hrpre,CRS_DEP_1hrpost,DEP_1hrpre_num,Arr_1hrpre_num,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,precip_in,avg_wind_speed_kts,snow_in,avg_feel,FAA_class,scheduled_Turnarnd,Scheduled_DEP,Scheduled_ARR_Ori,Actual_ARR_dt_Ori,Scheduled_DEP_EST,Scheduled_ARR_EST,Scheduled_ARR_Local,late_airjet_when_turnaround_within_180,day_of_week,DEP_DEL15
11,25,2023-11-25,UA,OO,IAH,BHM,112.0,562,25NOV23:11:00:00,25NOV23:13:00:00,18,5,67,44,52.0,42.0,0.0,5.7352433,0.0,55.542892,Lrg,85.0,11/25/2023 12:40:00,11/25/2023 14:32:00,11/25/2023 14:10:00,11/25/2023 13:40:00,11/25/2023 15:32:00,11/25/2023 14:32:00,0,Saturday,0.0
5,5,2023-05-05,UA,OO,ORD,SCE,106.0,528,05MAY23:13:00:00,05MAY23:15:00:00,76,0,78,55,39.9,36.0,0.0,11.209793,0.0,67.53526,Lrg,61.0,05/05/2023 14:15:00,05/05/2023 16:01:00,05/05/2023 15:47:00,05/05/2023 15:15:00,05/05/2023 17:01:00,05/05/2023 17:01:00,0,Friday,0.0
3,23,2023-03-23,DL,YX,DCA,OMA,189.0,1012,23MAR23:07:00:00,23MAR23:09:00:00,21,0,84,50,55.0,42.1,0.0001,9.645637,0.0,64.67233,Lrg,47.0,03/23/2023  8:30:00,03/23/2023 11:39:00,03/23/2023 11:36:00,03/23/2023  8:30:00,03/23/2023 11:39:00,03/23/2023 10:39:00,0,Thursday,0.0
11,11,2023-11-11,AS,AS,IAD,SFO,356.0,2419,11NOV23:18:00:00,11NOV23:20:00:00,6,15,61,31,42.0,30.0,0.0,1.9986453,0.0,42.493362,Lrg,61.0,11/11/2023 19:55:00,11/12/2023  1:51:00,11/12/2023  2:03:00,11/11/2023 19:55:00,11/12/2023  1:51:00,11/11/2023 22:51:00,0,Saturday,0.0
11,28,2023-11-28,AA,MQ,DFW,HOU,91.0,247,28NOV23:09:00:00,28NOV23:11:00:00,14,11,63,38,36.0,23.0,0.0,5.300755,0.0,48.286278,Lrg,163.0,11/28/2023 10:18:00,11/28/2023 11:49:00,11/28/2023 11:54:00,11/28/2023 11:18:00,11/28/2023 12:49:00,11/28/2023 11:49:00,0,Tuesday,0.0
5,30,2023-05-30,DL,DL,MCI,SLC,160.0,920,30MAY23:13:00:00,30MAY23:15:00:00,6,16,85,62,66.9,57.9,0.19,7.4731956,0.0,72.06198,Med,64.0,05/30/2023 14:25:00,05/30/2023 17:05:00,05/30/2023 18:04:00,05/30/2023 15:25:00,05/30/2023 18:05:00,05/30/2023 16:05:00,1,Tuesday,1.0
6,17,2023-06-17,DL,9E,CLT,JFK,141.0,541,17JUN23:14:00:00,17JUN23:16:00:00,45,31,85,61,60.1,51.1,0.0,3.6497002,0.0,74.92818,Lrg,120.0,06/17/2023 15:09:00,06/17/2023 17:30:00,06/17/2023 17:01:00,06/17/2023 15:09:00,06/17/2023 17:30:00,06/17/2023 17:30:00,0,Saturday,0.0
11,22,2023-11-22,WN,WN,PIT,LAS,295.0,1910,22NOV23:11:00:00,22NOV23:13:00:00,9,30,50,37,48.0,30.0,0.04,7.994581,0.0,38.014446,Med,45.0,11/22/2023 12:15:00,11/22/2023 17:10:00,11/22/2023 16:22:00,11/22/2023 12:15:00,11/22/2023 17:10:00,11/22/2023 14:10:00,0,Wednesday,0.0
1,13,2023-01-13,NK,NK,OAK,LAS,95.0,407,13JAN23:21:00:00,13JAN23:23:00:00,8,28,60,53,54.0,43.0,0.4,9.645637,0.0,56.305855,Med,102.0,01/13/2023 22:00:00,01/13/2023 23:35:00,01/13/2023 23:42:00,01/14/2023  1:00:00,01/14/2023  2:35:00,01/13/2023 23:35:00,1,Friday,0.0
1,12,2023-01-12,AA,AA,BWI,DFW,228.0,1217,12JAN23:17:00:00,12JAN23:19:00:00,13,65,56,40,53.1,35.1,0.09,4.2579837,0.0,45.93945,Lrg,50.0,01/12/2023 18:57:00,01/12/2023 22:45:00,01/12/2023 23:18:00,01/12/2023 18:57:00,01/12/2023 22:45:00,01/12/2023 21:45:00,1,Thursday,1.0
7,24,2023-07-24,UA,UA,MCO,EWR,170.0,937,24JUL23:17:00:00,24JUL23:19:00:00,29,25,92,75,77.0,69.0,0.0001,6.5173216,0.0,85.84505,Lrg,64.0,07/24/2023 18:56:00,07/24/2023 21:46:00,07/24/2023 22:53:00,07/24/2023 18:56:00,07/24/2023 21:46:00,07/24/2023 21:46:00,1,Monday,1.0
5,20,2023-05-20,UA,YV,IAH,OKC,92.0,395,20MAY23:08:00:00,20MAY23:10:00:00,11,1,90,72,71.1,64.9,0.0,7.0387077,0.0,82.15385,Lrg,79.0,05/20/2023  9:54:00,05/20/2023 11:26:00,05/20/2023 11:38:00,05/20/2023 10:54:00,05/20/2023 12:26:00,05/20/2023 11:26:00,0,Saturday,0.0
7,30,2023-07-30,DL,DL,MSP,ANC,359.0,2519,30JUL23:17:00:00,30JUL23:19:00:00,7,4,81,64,61.0,50.0,0.0,3.475905,0.0,72.294754,Lrg,72.0,07/30/2023 18:05:00,07/31/2023  0:04:00,07/31/2023  0:16:00,07/30/2023 19:05:00,07/31/2023  1:04:00,07/30/2023 21:04:00,1,Sunday,0.0
8,31,2023-08-31,DL,DL,ATL,XNA,109.0,589,31AUG23:10:00:00,31AUG23:12:00:00,63,1,88,68,68.0,65.0,0.0,5.8221407,0.0,78.47996,Lrg,84.0,08/31/2023 11:01:00,08/31/2023 12:50:00,08/31/2023 12:37:00,08/31/2023 11:01:00,08/31/2023 12:50:00,08/31/2023 11:50:00,0,Thursday,0.0
9,6,2023-09-06,AA,AA,CLT,MIA,137.0,650,06SEP23:12:00:00,06SEP23:14:00:00,8,14,96,73,73.0,69.0,0.0,3.3890073,0.0,87.14724,Lrg,82.0,09/06/2023 13:35:00,09/06/2023 15:52:00,09/06/2023 15:44:00,09/06/2023 13:35:00,09/06/2023 15:52:00,09/06/2023 15:52:00,0,Wednesday,0.0
9,11,2023-09-11,AA,AA,LGA,RDU,111.0,431,11SEP23:14:00:00,11SEP23:16:00:00,29,9,82,72,71.6,68.0,1.82,6.6042194,0.0,75.02346,Lrg,389.0,09/11/2023 15:59:00,09/11/2023 17:50:00,09/11/2023 20:27:00,09/11/2023 15:59:00,09/11/2023 17:50:00,09/11/2023 17:50:00,0,Monday,1.0
6,11,2023-06-11,B6,B6,ORD,JFK,135.0,740,11JUN23:07:00:00,11JUN23:09:00:00,61,23,64,50,55.0,43.0,0.05,16.162958,0.0,56.38174,Lrg,35.0,06/11/2023  8:44:00,06/11/2023 10:59:00,06/11/2023 11:50:00,06/11/2023  9:44:00,06/11/2023 11:59:00,06/11/2023 11:59:00,0,Sunday,1.0
10,8,2023-10-08,F9,F9,CLT,MCO,107.0,468,08OCT23:07:00:00,08OCT23:09:00:00,51,8,68,42,40.0,31.0,0.0,4.344881,0.0,54.19717,Lrg,60.0,10/08/2023  8:31:00,10/08/2023 10:18:00,10/08/2023 10:09:00,10/08/2023  8:31:00,10/08/2023 10:18:00,10/08/2023 10:18:00,0,Sunday,0.0
6,6,2023-06-06,NK,NK,ATL,MSY,97.0,425,06JUN23:20:00:00,06JUN23:22:00:00,49,5,90,68,66.0,59.0,0.0001,6.7780147,0.0,78.951164,Lrg,60.0,06/06/2023 21:00:00,06/06/2023 22:37:00,06/06/2023 23:49:00,06/06/2023 21:00:00,06/06/2023 22:37:00,06/06/2023 21:37:00,1,Tuesday,1.0
11,2,2023-11-02,WN,WN,PHX,SAN,70.0,304,02NOV23:17:00:00,02NOV23:19:00:00,26,13,87,57,32.0,23.0,0.0,1.9117477,0.0,71.15901,Lrg,550.0,11/02/2023 18:05:00,11/02/2023 19:15:00,11/02/2023 19:17:00,11/02/2023 21:05:00,11/02/2023 21:15:00,11/02/2023 19:15:00,0,Thursday,1.0
3,9,2023-03-09,AA,MQ,AUS,RDU,164.0,1162,09MAR23:15:00:00,09MAR23:17:00:00,19,10,84,59,66.9,54.0,0.0,7.125605,0.0,70.464905,Lrg,36.0,03/09/2023 16:48:00,03/09/2023 19:32:00,03/09/2023 19:31:00,03/09/2023 17:48:00,03/09/2023 20:32:00,03/09/2023 20:32:00,0,Thursday,0.0
7,3,2023-07-03,WN,WN,BWI,RDU,75.0,255,03JUL23:16:00:00,03JUL23:18:00:00,10,12,93,74,73.9,68.0,0.47,4.2579837,0.0,85.436356,Lrg,45.0,07/03/2023 17:55:00,07/03/2023 19:10:00,07/03/2023 19:08:00,07/03/2023 17:55:00,07/03/2023 19:10:00,07/03/2023 19:10:00,0,Monday,0.0
11,19,2023-11-19,AA,AA,SAN,DFW,183.0,1171,19NOV23:13:00:00,19NOV23:15:00:00,18,56,69,55,61.0,54.0,0.0001,3.910393,0.0,62.955402,Lrg,62.0,11/19/2023 14:46:00,11/19/2023 17:49:00,11/19/2023 17:32:00,11/19/2023 17:46:00,11/19/2023 20:49:00,11/19/2023 19:49:00,0,Sunday,0.0
5,24,2023-05-24,DL,DL,SNA,SEA,179.0,978,24MAY23:14:00:00,24MAY23:16:00:00,6,37,66,58,57.0,50.0,0.01,5.6483455,0.0,61.782787,Med,62.0,05/24/2023 15:45:00,05/24/2023 18:44:00,05/24/2023 18:37:00,05/24/2023 18:45:00,05/24/2023 21:44:00,05/24/2023 18:44:00,0,Wednesday,0.0
2,6,2023-02-06,AA,AA,LAX,AUS,171.0,1242,06FEB23:11:00:00,06FEB23:13:00:00,27,15,71,53,37.0,21.9,0.0,8.689762,0.0,60.134495,Lrg,65.0,02/06/2023 12:03:00,02/06/2023 14:54:00,02/06/2023 14:38:00,02/06/2023 15:03:00,02/06/2023 17:54:00,02/06/2023 16:54:00,0,Monday,0.0
10,9,2023-10-09,AA,AA,ATL,CLT,78.0,226,09OCT23:08:00:00,09OCT23:10:00:00,77,62,75,47,45.0,37.0,0.0,5.7352433,0.0,61.92372,Lrg,40.0,10/09/2023  9:57:00,10/09/2023 11:15:00,10/09/2023 11:58:00,10/09/2023  9:57:00,10/09/2023 11:15:00,10/09/2023 11:15:00,1,Monday,1.0
11,11,2023-11-11,AS,OO,SFO,SAN,98.0,447,11NOV23:08:00:00,11NOV23:10:00:00,32,14,71,51,53.0,41.0,0.0,3.8234954,0.0,59.799442,Lrg,41.0,11/11/2023  9:25:00,11/11/2023 11:03:00,11/11/2023 10:56:00,11/11/2023 12:25:00,11/11/2023 14:03:00,11/11/2023 11:03:00,0,Saturday,0.0
2,3,2023-02-03,UA,C5,IAH,ECP,110.0,572,03FEB23:09:00:00,03FEB23:11:00:00,49,1,59,39,41.0,37.9,0.0,6.3435264,0.0,43.806194,Lrg,91.0,02/03/2023 10:00:00,02/03/2023 11:50:00,02/03/2023 11:46:00,02/03/2023 11:00:00,02/03/2023 12:50:00,02/03/2023 11:50:00,0,Friday,0.0
10,8,2023-10-08,WN,WN,MDW,CMH,65.0,283,08OCT23:10:00:00,08OCT23:12:00:00,12,8,56,45,38.0,34.0,0.0,6.256629,0.0,48.7782,Lrg,40.0,10/08/2023 11:40:00,10/08/2023 12:45:00,10/08/2023 12:37:00,10/08/2023 12:40:00,10/08/2023 13:45:00,10/08/2023 13:45:00,0,Sunday,0.0
3,28,2023-03-28,DL,DL,BNA,ATL,70.0,214,28MAR23:07:00:00,28MAR23:09:00:00,21,62,61,44,39.0,21.9,0.0,7.907684,0.0,49.062786,Lrg,70.0,03/28/2023  8:55:00,03/28/2023 10:05:00,03/28/2023  9:52:00,03/28/2023  9:55:00,03/28/2023 11:05:00,03/28/2023 11:05:00,0,Tuesday,0.0
2,24,2023-02-24,WN,WN,BNA,TPA,105.0,612,24FEB23:10:00:00,24FEB23:12:00:00,25,12,55,42,37.0,30.9,0.04,8.515967,0.0,45.52517,Lrg,35.0,02/24/2023 11:55:00,02/24/2023 13:40:00,02/24/2023 14:49:00,02/24/2023 12:55:00,02/24/2023 14:40:00,02/24/2023 14:40:00,1,Friday,1.0
8,7,2023-08-07,AA,AA,LAX,MIA,320.0,2342,07AUG23:12:00:00,07AUG23:14:00:00,25,11,77,65,64.0,62.0,0.0,5.0400624,0.0,69.98186,Lrg,65.0,08/07/2023 13:30:00,08/07/2023 18:50:00,08/07/2023 18:42:00,08/07/2023 16:30:00,08/07/2023 21:50:00,08/07/2023 21:50:00,1,Monday,1.0
1,20,2023-01-20,NK,NK,TPA,DTW,166.0,983,20JAN23:20:00:00,20JAN23:22:00:00,7,28,80,63,68.0,43.0,0.14,3.5628026,0.0,70.40091,Lrg,58.0,01/20/2023 21:00:00,01/20/2023 23:46:00,01/20/2023 23:22:00,01/20/2023 21:00:00,01/20/2023 23:46:00,01/20/2023 23:46:00,0,Friday,0.0
2,24,2023-02-24,UA,UA,MCO,ORD,183.0,1005,24FEB23:19:00:00,24FEB23:21:00:00,32,22,88,62,69.8,60.1,0.0,2.4331334,0.0,74.341675,Lrg,63.0,02/24/2023 20:35:00,02/24/2023 23:38:00,02/25/2023  0:37:00,02/24/2023 20:35:00,02/24/2023 23:38:00,02/24/2023 22:38:00,1,Friday,1.0
4,25,2023-04-25,UA,UA,SAT,IAD,195.0,1362,25APR23:11:00:00,25APR23:13:00:00,4,42,79,62,68.0,59.0,0.0001,7.646991,0.0,68.818115,Med,61.0,04/25/2023 12:08:00,04/25/2023 15:23:00,04/25/2023 15:30:00,04/25/2023 13:08:00,04/25/2023 16:23:00,04/25/2023 16:23:00,0,Tuesday,0.0
9,13,2023-09-13,WN,WN,LGA,MDW,150.0,725,13SEP23:20:00:00,13SEP23:22:00:00,27,25,81,73,71.6,63.0,0.12,6.6042194,0.0,76.80222,Lrg,50.0,09/13/2023 21:20:00,09/13/2023 23:50:00,09/13/2023 23:28:00,09/13/2023 21:20:00,09/13/2023 23:50:00,09/13/2023 22:50:00,0,Wednesday,0.0
4,13,2023-04-13,AA,AA,DFW,IAH,69.0,224,13APR23:19:00:00,13APR23:21:00:00,59,16,80,54,55.0,48.9,0.0,7.7338886,0.0,68.50318,Lrg,548.0,04/13/2023 20:48:00,04/13/2023 21:57:00,04/13/2023 21:48:00,04/13/2023 21:48:00,04/13/2023 22:57:00,04/13/2023 21:57:00,0,Thursday,0.0
5,28,2023-05-28,AA,YX,LGA,DTW,124.0,502,28MAY23:14:00:00,28MAY23:16:00:00,32,20,78,61,50.0,34.0,0.0,7.125605,0.0,68.471695,Lrg,56.0,05/28/2023 15:55:00,05/28/2023 17:59:00,05/28/2023 17:30:00,05/28/2023 15:55:00,05/28/2023 17:59:00,05/28/2023 17:59:00,0,Sunday,0.0
7,12,2023-07-12,AA,AA,DFW,SYR,194.0,1336,12JUL23:18:00:00,12JUL23:20:00:00,51,1,105,82,75.9,68.0,0.0,12.513258,0.0,99.82324,Lrg,55.0,07/12/2023 19:00:00,07/12/2023 22:14:00,07/12/2023 22:29:00,07/12/2023 20:00:00,07/12/2023 23:14:00,07/12/2023 23:14:00,0,Wednesday,1.0
6,18,2023-06-18,F9,F9,PHL,MCO,163.0,861,18JUN23:08:00:00,18JUN23:10:00:00,37,23,83,61,57.0,43.0,0.0,6.256629,0.0,73.18355,Lrg,60.0,06/18/2023  9:01:00,06/18/2023 11:44:00,06/18/2023 11:27:00,06/18/2023  9:01:00,06/18/2023 11:44:00,06/18/2023 11:44:00,0,Sunday,0.0
2,18,2023-02-18,DL,DL,MIA,JFK,180.0,1089,18FEB23:14:00:00,18FEB23:16:00:00,12,29,82,71,71.1,66.0,0.0,6.430424,0.0,75.452614,Lrg,74.0,02/18/2023 15:45:00,02/18/2023 18:45:00,02/18/2023 18:50:00,02/18/2023 15:45:00,02/18/2023 18:45:00,02/18/2023 18:45:00,0,Saturday,0.0
11,4,2023-11-04,UA,YX,EWR,SYR,81.0,195,04NOV23:15:00:00,04NOV23:17:00:00,25,3,63,40,41.0,34.0,0.0,3.7365978,0.0,50.46917,Lrg,47.0,11/04/2023 16:19:00,11/04/2023 17:40:00,11/04/2023 17:12:00,11/04/2023 16:19:00,11/04/2023 17:40:00,11/04/2023 17:40:00,0,Saturday,0.0
3,15,2023-03-15,AA,OH,CLT,CAE,55.0,88,15MAR23:12:00:00,15MAR23:14:00:00,15,1,58,26,24.1,12.9,0.0,4.6924715,0.0,39.746532,Lrg,45.0,03/15/2023 13:02:00,03/15/2023 13:57:00,03/15/2023 13:50:00,03/15/2023 13:02:00,03/15/2023 13:57:00,03/15/2023 13:57:00,0,Wednesday,0.0
6,16,2023-06-16,AA,AA,DFW,LGA,210.0,1389,16JUN23:11:00:00,16JUN23:13:00:00,33,28,97,72,78.1,64.0,0.0,9.819431,0.0,87.99154,Lrg,60.0,06/16/2023 12:29:00,06/16/2023 15:59:00,06/16/2023 16:00:00,06/16/2023 13:29:00,06/16/2023 16:59:00,06/16/2023 16:59:00,0,Friday,0.0
9,1,2023-09-01,F9,F9,PHX,SFO,123.0,651,01SEP23:16:00:00,01SEP23:18:00:00,27,11,90,78,69.0,63.0,0.01,6.7780147,0.0,86.01286,Lrg,65.0,09/01/2023 17:30:00,09/01/2023 19:33:00,09/01/2023 23:33:00,09/01/2023 20:30:00,09/01/2023 21:33:00,09/01/2023 19:33:00,1,Friday,1.0
1,18,2023-01-18,AA,YX,CVG,RDU,80.0,390,18JAN23:19:00:00,18JAN23:21:00:00,4,5,46,34,44.1,33.1,0.38,5.6483455,0.0,36.793087,Med,30.0,01/18/2023 20:48:00,01/18/2023 22:08:00,01/18/2023 22:11:00,01/18/2023 20:48:00,01/18/2023 22:08:00,01/18/2023 22:08:00,0,Wednesday,0.0
10,2,2023-10-02,DL,DL,BOI,ATL,252.0,1838,02OCT23:12:00:00,02OCT23:14:00:00,6,46,64,49,49.0,43.0,0.01,4.9531646,0.0,55.15763,Med,70.0,10/02/2023 13:32:00,10/02/2023 17:44:00,10/02/2023 17:27:00,10/02/2023 15:32:00,10/02/2023 19:44:00,10/02/2023 19:44:00,0,Monday,0.0
1,19,2023-01-19,UA,UA,BOS,DEN,294.0,1754,19JAN23:10:00:00,19JAN23:12:00:00,19,75,42,35,37.9,26.1,0.57,7.7338886,0.0001,32.135883,Lrg,70.0,01/19/2023 11:30:00,01/19/2023 16:24:00,01/19/2023 15:46:00,01/19/2023 11:30:00,01/19/2023 16:24:00,01/19/2023 14:24:00,0,Thursday,0.0
8,20,2023-08-20,NK,NK,PIT,MCO,148.0,834,20AUG23:15:00:00,20AUG23:17:00:00,4,20,85,58,62.0,54.0,0.0,2.2593381,0.0,72.286964,Med,55.0,08/20/2023 16:48:00,08/20/2023 19:16:00,08/20/2023 19:37:00,08/20/2023 16:48:00,08/20/2023 19:16:00,08/20/2023 19:16:00,1,Sunday,1.0
8,3,2023-08-03,UA,UA,SFO,TPA,318.0,2393,03AUG23:21:00:00,03AUG23:23:00:00,13,16,67,58,57.0,54.0,0.0,12.860848,0.0,61.632313,Lrg,100.0,08/03/2023 22:40:00,08/04/2023  3:58:00,08/04/2023  3:42:00,08/04/2023  1:40:00,08/04/2023  6:58:00,08/04/2023  6:58:00,0,Thursday,0.0
11,18,2023-11-18,F9,F9,DFW,SAN,194.0,1171,18NOV23:11:00:00,18NOV23:13:00:00,33,18,71,53,58.0,50.0,0.0,4.6924715,0.0,61.416027,Lrg,55.0,11/18/2023 12:49:00,11/18/2023 16:03:00,11/18/2023 16:11:00,11/18/2023 13:49:00,11/18/2023 17:03:00,11/18/2023 14:03:00,0,Saturday,0.0
4,7,2023-04-07,WN,WN,ONT,OAK,85.0,362,07APR23:06:00:00,07APR23:08:00:00,7,2,72,50,43.0,28.9,0.0,4.0841885,0.0,60.17582,Med,35.0,04/07/2023  7:05:00,04/07/2023  8:30:00,04/07/2023  8:18:00,04/07/2023 10:05:00,04/07/2023 11:30:00,04/07/2023  8:30:00,0,Friday,0.0
11,6,2023-11-06,DL,OO,ATL,ABY,56.0,145,06NOV23:12:00:00,06NOV23:14:00:00,47,0,78,49,47.0,42.0,0.0,4.2579837,0.0,63.00838,Lrg,53.0,11/06/2023 13:52:00,11/06/2023 14:48:00,11/06/2023 14:37:00,11/06/2023 13:52:00,11/06/2023 14:48:00,11/06/2023 14:48:00,0,Monday,0.0
2,19,2023-02-19,AA,AA,DFW,PHX,158.0,868,19FEB23:21:00:00,19FEB23:23:00:00,51,21,72,41,46.0,27.0,0.0,10.775306,0.0,55.647106,Lrg,65.0,02/19/2023 22:45:00,02/20/2023  1:23:00,02/20/2023  1:35:00,02/19/2023 23:45:00,02/20/2023  2:23:00,02/20/2023  0:23:00,0,Sunday,0.0
2,6,2023-02-06,AA,MQ,DFW,SGF,79.0,364,06FEB23:21:00:00,06FEB23:23:00:00,47,3,74,47,55.9,46.0,0.0,14.598801,0.0,62.769413,Lrg,53.0,02/06/2023 22:30:00,02/06/2023 23:49:00,02/06/2023 23:29:00,02/06/2023 23:30:00,02/07/2023  0:49:00,02/06/2023 23:49:00,0,Monday,0.0
7,21,2023-07-21,WN,WN,BWI,JAX,120.0,663,21JUL23:16:00:00,21JUL23:18:00:00,13,6,88,68,71.0,63.0,0.75,5.4745502,0.0,78.50232,Lrg,45.0,07/21/2023 17:40:00,07/21/2023 19:40:00,07/21/2023 19:26:00,07/21/2023 17:40:00,07/21/2023 19:40:00,07/21/2023 19:40:00,0,Friday,0.0
3,15,2023-03-15,UA,YV,IND,IAH,169.0,844,15MAR23:11:00:00,15MAR23:13:00:00,8,25,51,20,21.9,10.9,0.0,4.9531646,0.0,33.00974,Med,41.0,03/15/2023 12:02:00,03/15/2023 14:51:00,03/15/2023 14:21:00,03/15/2023 12:02:00,03/15/2023 14:51:00,03/15/2023 13:51:00,0,Wednesday,0.0
10,27,2023-10-27,AA,AA,ATL,MIA,116.0,594,27OCT23:13:00:00,27OCT23:15:00:00,47,12,79,60,62.0,57.0,0.0,3.041417,0.0,68.55028,Lrg,60.0,10/27/2023 14:39:00,10/27/2023 16:35:00,10/27/2023 16:38:00,10/27/2023 14:39:00,10/27/2023 16:35:00,10/27/2023 16:35:00,0,Friday,0.0
4,9,2023-04-09,WN,WN,LAX,DAL,170.0,1246,09APR23:17:00:00,09APR23:19:00:00,23,15,62,52,53.6,51.8,0.0,5.2138577,0.0,55.66042,Lrg,40.0,04/09/2023 18:05:00,04/09/2023 20:55:00,04/09/2023 21:45:00,04/09/2023 21:05:00,04/09/2023 23:55:00,04/09/2023 22:55:00,0,Sunday,1.0
8,27,2023-08-27,AS,OO,SJC,AUS,224.0,1476,27AUG23:17:00:00,27AUG23:19:00:00,11,14,83,59,58.0,53.0,0.0,5.300755,0.0,68.841156,Med,40.0,08/27/2023 18:50:00,08/27/2023 22:34:00,08/28/2023  0:04:00,08/27/2023 21:50:00,08/28/2023  1:34:00,08/28/2023  0:34:00,1,Sunday,1.0
5,2,2023-05-02,WN,WN,ATL,MCO,85.0,404,02MAY23:14:00:00,02MAY23:16:00:00,43,27,73,48,37.9,30.9,0.0,12.947746,0.0,60.53748,Lrg,50.0,05/02/2023 15:50:00,05/02/2023 17:15:00,05/02/2023 17:14:00,05/02/2023 15:50:00,05/02/2023 17:15:00,05/02/2023 17:15:00,0,Tuesday,0.0
3,30,2023-03-30,DL,DL,LGA,DTW,131.0,502,30MAR23:19:00:00,30MAR23:21:00:00,32,39,46,32,32.0,10.0,0.02,13.469131,0.0,30.918472,Lrg,61.0,03/30/2023 20:00:00,03/30/2023 22:11:00,03/30/2023 22:27:00,03/30/2023 20:00:00,03/30/2023 22:11:00,03/30/2023 22:11:00,0,Thursday,0.0
1,11,2023-01-11,AA,AA,IAH,PHL,190.0,1325,11JAN23:12:00:00,11JAN23:14:00:00,40,27,80,63,66.0,61.0,0.0,9.471841,0.0,72.17563,Lrg,60.0,01/11/2023 13:30:00,01/11/2023 16:40:00,01/11/2023 17:38:00,01/11/2023 14:30:00,01/11/2023 17:40:00,01/11/2023 17:40:00,1,Wednesday,1.0
11,3,2023-11-03,AA,AA,TPA,PHL,152.0,920,03NOV23:14:00:00,03NOV23:16:00:00,18,30,83,60,63.0,57.0,0.0,7.212503,0.0,70.337006,Lrg,53.0,11/03/2023 15:17:00,11/03/2023 17:49:00,11/03/2023 17:51:00,11/03/2023 15:17:00,11/03/2023 17:49:00,11/03/2023 17:49:00,0,Friday,0.0
8,13,2023-08-13,AA,MQ,AUS,RDU,179.0,1162,13AUG23:18:00:00,13AUG23:20:00:00,16,16,106,81,77.0,65.0,0.0,10.340817,0.0,98.97097,Lrg,31.0,08/13/2023 19:50:00,08/13/2023 22:49:00,08/13/2023 22:43:00,08/13/2023 20:50:00,08/13/2023 23:49:00,08/13/2023 23:49:00,0,Sunday,0.0
7,13,2023-07-13,WN,WN,SAT,DAL,70.0,247,13JUL23:10:00:00,13JUL23:12:00:00,7,9,106,80,75.0,61.0,0.0,11.122896,0.0,96.7903,Med,50.0,07/13/2023 11:00:00,07/13/2023 12:10:00,07/13/2023 11:59:00,07/13/2023 12:00:00,07/13/2023 13:10:00,07/13/2023 12:10:00,0,Thursday,0.0
7,13,2023-07-13,F9,F9,LAS,IND,228.0,1590,13JUL23:12:00:00,13JUL23:14:00:00,25,4,109,85,44.1,23.0,0.0,6.6042194,0.0,91.36356,Lrg,50.0,07/13/2023 13:50:00,07/13/2023 17:38:00,07/13/2023 17:41:00,07/13/2023 16:50:00,07/13/2023 20:38:00,07/13/2023 20:38:00,0,Thursday,0.0
8,20,2023-08-20,WN,WN,SJC,DAL,210.0,1450,20AUG23:08:00:00,20AUG23:10:00:00,13,12,93,64,62.0,49.0,0.0,7.646991,0.0,75.72111,Med,50.0,08/20/2023  9:55:00,08/20/2023 13:25:00,08/20/2023 13:51:00,08/20/2023 12:55:00,08/20/2023 16:25:00,08/20/2023 15:25:00,0,Sunday,1.0
7,3,2023-07-03,AS,AS,SJC,LIH,340.0,2466,03JUL23:09:00:00,03JUL23:11:00:00,9,2,80,59,62.1,54.0,0.0,5.995936,0.0,68.885155,Med,85.0,07/03/2023 10:40:00,07/03/2023 16:20:00,07/03/2023 16:17:00,07/03/2023 13:40:00,07/03/2023 19:20:00,07/03/2023 13:20:00,0,Monday,0.0
11,18,2023-11-18,AS,AS,SEA,AUS,245.0,1770,18NOV23:11:00:00,18NOV23:13:00:00,34,13,51,35,45.0,33.0,0.27,2.780724,0.0,42.2514,Lrg,60.0,11/18/2023 12:54:00,11/18/2023 16:59:00,11/18/2023 17:55:00,11/18/2023 15:54:00,11/18/2023 19:59:00,11/18/2023 18:59:00,1,Saturday,1.0
8,16,2023-08-16,AS,QX,ANC,FAI,60.0,261,16AUG23:12:00:00,16AUG23:14:00:00,4,0,59,51,53.0,48.2,1.1,3.9972906,0.0,54.342857,Med,53.0,08/16/2023 13:35:00,08/16/2023 14:35:00,08/16/2023 14:35:00,08/16/2023 17:35:00,08/16/2023 18:35:00,08/16/2023 14:35:00,0,Wednesday,0.0
10,1,2023-10-01,DL,DL,JFK,LAX,361.0,2475,01OCT23:16:00:00,01OCT23:18:00:00,17,31,77,59,59.0,56.0,0.0,9.12425,0.0,67.54088,Lrg,68.0,10/01/2023 17:00:00,10/01/2023 23:01:00,10/01/2023 22:57:00,10/01/2023 17:00:00,10/01/2023 23:01:00,10/01/2023 20:01:00,0,Sunday,0.0
4,19,2023-04-19,WN,WN,SAT,LAS,170.0,1069,19APR23:19:00:00,19APR23:21:00:00,4,26,81,69,66.9,64.9,0.01,12.860848,0.0,73.84143,Med,30.0,04/19/2023 20:20:00,04/19/2023 23:10:00,04/19/2023 23:33:00,04/19/2023 21:20:00,04/20/2023  0:10:00,04/19/2023 21:10:00,0,Wednesday,0.0
